,T2M,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN
2021-05-22,35.28,8.9,0.0,1.66,29.11
2021-05-23,35.8,8.34,0.0,2.69,28.88
2021-05-24,34.37,8.16,0.0,3.31,28.82
2021-05-25,35.86,9.1,0.0,2.59,27.38
2021-05-26,33.35,11.97,0.0,3.33,28.0
2021-05-27,32.97,11.48,0.0,1.87,28.0
2021-05-28,34.77,10.53,0.0,1.66,28.33
2021-05-29,35.38,10.67,0.0,2.44,28.45
2021-05-30,35.08,11.15,0.0,2.51,29.57
2021-05-31,35.78,11.13,0.0,2.88,29.1
2021-06-01,35.39,12.34,0.0,2.69,28.15
2021-06-02,35.69,10.31,0.0,3.35,29.0
2021-06-03,36.56,10.92,0.0,2.94,26.58
2021-06-04,36.29,11.97,0.0,2.45,28.57
2021-06-05,37.83,9.06,0.0,1.49,28.67
2021-06-06,37.45,8.67,0.0,2.7,28.2
2021-06-07,36.56,10.57,0.0,3.99,27.85
2021-06-08,35.33,11.32,0.0,3.8,29.13
2021-06-09,35.38,9.97,0.0,2.44,29.02
2021-06-10,34.7,9.66,0.0,3.25,27.58
2021-06-11,33.5,12.51,0.0,5.81,28.43
2021-06-12,32.84,13.08,0.0,6.07,27.18
2021-06-13,32.3,13.38,0.0,6.06,27.75
2021-06-14,33.4,14.32,0.0,5.46,28.86
2021-06-15,34.85,12.22,0.0,3.41,29.58
2021-06-16,35.09,12.19,0.0,3.99,28.62
2021-06-17,33.67,12.05,0.0,5.31,29.19
2021-06-18,31.61,11.52,0.0,5.69,29.7
2021-06-19,32.32,9.49,0.0,4.99,29.57
2021-06-20,33.52,7.78,0.0,4.74,29.99
2021-06-21,34.17,7.26,0.0,4.03,29.1
2021-06-22,35.15,9.82,0.0,3.28,29.68
2021-06-23,35.77,10.4,0.0,4.31,27.78
2021-06-24,35.19,11.24,0.0,3.85,28.94
2021-06-25,34.55,9.21,0.0,3.53,28.53
2021-06-26,35.95,8.06,0.0,2.71,29.69
2021-06-27,36.61,7.76,0.0,2.43,30.22
2021-06-28,36.67,7.96,0.0,2.66,29.12
2021-06-29,36.65,10.11,0.0,2.82,29.67
2021-06-30,36.56,11.56,0.0,2.33,28.27
2021-07-01,36.82,11.7,0.0,2.32,29.01
2021-07-02,37.84,9.3,0.0,2.5,29.31
2021-07-03,37.06,9.73,0.0,4.18,29.37
2021-07-04,36.85,9.98,0.0,2.79,29.9
2021-07-05,36.03,9.38,0.0,3.48,28.73
2021-07-06,35.13,11.27,0.0,3.46,29.42
2021-07-07,36.1,17.39,0.0,1.97,26.87
2021-07-08,36.66,10.31,0.0,2.51,28.35
2021-07-09,37.24,10.24,0.0,2.71,28.95
2021-07-10,37.77,10.81,0.0,2.87,28.3
2021-07-11,37.96,10.86,0.0,2.25,27.93
2021-07-12,38.94,10.76,0.0,1.61,27.53
2021-07-13,39.2,10.37,0.0,2.43,27.18
2021-07-14,37.13,15.31,0.0,2.47,25.02
2021-07-15,36.78,18.22,0.0,2.28,26.89
2021-07-16,36.2,18.57,0.0,3.61,25.24
2021-07-17,34.41,39.61,0.0,4.65,22.6
2021-07-18,33.18,50.95,0.0,3.64,25.69
2021-07-19,35.56,37.91,0.0,2.78,24.71
2021-07-20,38.05,23.57,0.0,3.06,26.86
2021-07-21,38.76,27.48,0.0,2.61,25.61
2021-07-22,39.06,22.32,0.14,2.71,24.23
2021-07-23,39.0,16.95,0.77,3.93,23.33
2021-07-24,37.86,14.82,0.0,3.02,27.18
2021-07-25,37.44,14.75,0.0,3.13,25.41
2021-07-26,38.18,13.88,0.0,3.44,26.73
2021-07-27,38.95,11.85,0.0,3.76,27.88
2021-07-28,39.37,11.5,0.0,5.38,26.72
2021-07-29,37.86,14.44,0.0,3.35,26.39
2021-07-30,37.87,13.54,0.0,1.18,25.81
2021-07-31,38.2,14.89,0.0,1.63,27.44
2021-08-01,37.49,14.46,0.0,1.42,26.52
2021-08-02,36.34,9.35,0.0,2.15,26.74
2021-08-03,36.14,9.17,0.0,2.04,26.42
2021-08-04,36.57,9.83,0.0,2.17,27.86
2021-08-05,36.49,10.73,0.0,2.52,28.98
2021-08-06,36.93,11.44,0.0,3.03,26.62
2021-08-07,37.31,11.26,0.0,2.16,28.17
2021-08-08,37.74,13.4,0.0,2.7,26.2
2021-08-09,36.65,13.54,0.0,4.09,26.9
2021-08-10,35.62,11.29,0.0,2.82,26.97
2021-08-11,35.97,9.64,0.0,2.2,27.23
2021-08-12,37.55,9.83,0.0,2.46,27.23
2021-08-13,37.8,10.34,0.0,2.51,26.67
2021-08-14,37.42,12.45,0.0,3.06,26.66
2021-08-15,36.16,14.72,0.0,3.07,26.42
2021-08-16,35.26,15.7,0.0,2.73,27.02
2021-08-17,34.93,16.61,0.0,2.26,26.86
2021-08-18,34.82,14.63,0.0,2.0,27.64
2021-08-19,33.68,14.26,0.0,1.47,27.82
2021-08-20,35.35,17.22,0.0,1.82,26.59
2021-08-21,35.42,19.19,0.0,3.15,27.07
2021-08-22,36.03,17.48,0.0,2.55,25.88
2021-08-23,36.62,16.18,0.0,1.94,26.24
2021-08-24,36.56,16.59,0.0,2.6,24.13
2021-08-25,36.48,20.71,0.0,2.46,25.13
2021-08-26,36.58,14.17,0.0,1.56,25.65
2021-08-27,36.15,11.01,0.0,4.76,26.32
2021-08-28,36.02,9.54,0.0,5.1,26.49
2021-08-29,35.72,10.34,0.0,3.45,25.77
2021-08-30,34.74,15.46,0.0,2.79,26.24
2021-08-31,34.79,15.3,0.0,2.35,25.56
2021-09-01,35.03,12.59,0.0,1.97,26.26
2021-09-02,34.7,14.53,0.0,1.97,25.38
2021-09-03,34.43,13.59,0.0,1.99,26.09
2021-09-04,35.29,12.98,0.0,2.87,23.9
2021-09-05,34.63,17.26,0.0,3.41,24.86
2021-09-06,34.67,15.97,0.0,2.71,25.21
2021-09-07,35.11,12.49,0.0,3.29,25.37
2021-09-08,34.95,11.53,0.0,4.08,24.87
2021-09-09,33.62,15.73,0.0,4.12,24.14
2021-09-10,32.61,15.27,0.0,3.89,25.86
2021-09-11,30.9,11.33,0.0,4.45,25.5
2021-09-12,31.13,12.81,0.0,3.53,25.29
2021-09-13,31.39,18.03,0.0,3.0,24.89
2021-09-14,31.19,18.19,0.0,2.94,25.3
2021-09-15,31.05,16.46,0.0,4.2,25.48
2021-09-16,30.03,13.1,0.0,3.29,25.6
2021-09-17,29.89,13.12,0.0,2.8,25.8
2021-09-18,31.29,16.4,0.0,3.57,24.85
2021-09-19,31.49,16.26,0.0,3.62,24.61
2021-09-20,31.47,17.43,0.0,2.9,23.81
2021-09-21,30.28,16.03,0.0,2.6,24.62
2021-09-22,30.5,17.62,0.0,2.98,24.79
2021-09-23,31.61,17.78,0.0,1.59,23.7
2021-09-24,31.32,16.35,0.0,2.57,24.58
2021-09-25,31.14,16.65,0.0,3.47,24.24
2021-09-26,30.14,23.23,0.0,3.3,23.78
2021-09-27,28.23,15.83,0.0,4.24,23.84
2021-09-28,26.58,13.66,0.0,3.43,23.78
2021-09-29,28.54,20.35,0.0,2.35,22.47
2021-09-30,30.6,13.77,0.0,1.46,22.15
2021-10-01,30.73,13.26,0.0,1.8,22.22
2021-10-02,31.23,14.03,0.0,1.59,22.9
2021-10-03,30.75,13.09,0.0,1.97,23.29
2021-10-04,29.99,21.42,0.0,2.66,21.93
2021-10-05,30.68,28.42,0.0,2.17,20.95
2021-10-06,29.78,23.1,0.0,2.11,22.18
2021-10-07,30.23,24.06,0.0,2.11,21.6
2021-10-08,30.14,24.44,0.0,2.59,21.97
2021-10-09,29.22,14.48,0.0,2.87,21.57
2021-10-10,29.26,14.63,0.0,2.48,21.99
2021-10-11,28.95,15.24,0.0,2.97,22.34
2021-10-12,29.21,14.27,0.0,2.31,22.24
2021-10-13,28.15,15.31,0.0,1.94,22.03
2021-10-14,28.89,19.36,0.0,2.0,21.52
2021-10-15,28.77,12.88,0.0,2.83,21.91
2021-10-16,29.61,16.0,0.0,3.3,21.55
2021-10-17,29.83,16.58,0.0,2.93,21.45
2021-10-18,28.22,20.09,0.0,2.38,20.99
2021-10-19,27.88,19.05,0.0,0.99,21.09
2021-10-20,29.76,15.03,0.0,1.64,21.48
2021-10-21,27.82,19.52,0.0,1.8,20.89
2021-10-22,25.38,26.5,0.0,1.7,20.62
2021-10-23,26.41,23.73,0.0,1.42,20.31
2021-10-24,27.66,19.1,0.0,3.66,20.51
2021-10-25,26.77,17.25,0.0,1.76,20.07
2021-10-26,25.75,19.7,0.0,2.75,20.16
2021-10-27,26.88,16.37,0.0,3.89,19.63
2021-10-28,27.02,16.41,0.0,3.56,19.38
2021-10-29,26.18,23.08,0.0,2.91,14.99
2021-10-30,25.19,35.46,0.0,3.1,18.06
2021-10-31,24.49,31.04,0.0,2.37,19.18
2021-11-01,25.3,22.64,0.0,1.01,19.08
2021-11-02,25.32,17.79,0.0,1.58,19.62
2021-11-03,26.38,15.8,0.0,1.18,19.2
2021-11-04,25.51,17.74,0.0,1.5,19.31
2021-11-05,23.82,27.67,0.0,1.57,18.8
2021-11-06,23.65,29.21,0.0,2.12,18.71
2021-11-07,23.08,25.5,0.0,1.68,18.41
2021-11-08,21.83,25.19,0.0,1.64,18.14
2021-11-09,21.06,27.16,0.0,1.42,18.23
2021-11-10,21.2,28.4,0.0,1.65,17.41
2021-11-11,22.63,25.64,0.0,4.27,17.65
2021-11-12,23.79,20.07,0.0,3.3,17.63
2021-11-13,21.1,26.05,0.0,1.72,17.71
2021-11-14,20.45,31.72,0.0,1.61,17.39
2021-11-15,20.91,24.81,0.0,1.47,17.23
2021-11-16,22.71,25.21,0.0,2.68,16.01
2021-11-17,21.26,32.84,0.0,2.89,16.46
2021-11-18,19.81,36.71,0.0,1.84,16.67
2021-11-19,20.0,38.2,0.0,2.51,15.47
2021-11-20,22.66,32.11,0.0,4.78,15.74
2021-11-21,23.96,28.64,0.0,3.54,15.74
2021-11-22,23.64,29.41,0.0,3.79,16.08
2021-11-23,21.52,46.23,0.0,3.04,15.92
2021-11-24,19.28,40.27,0.0,2.43,15.66
2021-11-25,20.08,37.39,0.0,2.36,17.04
2021-11-26,21.36,35.46,0.0,2.63,16.64
2021-11-27,22.0,33.53,0.0,2.76,16.22
2021-11-28,18.93,36.47,0.0,2.25,16.06
2021-11-29,17.92,29.14,0.0,2.51,17.03
2021-11-30,19.18,27.32,0.0,1.84,17.29
2021-12-01,18.66,25.3,0.0,2.04,16.77
2021-12-02,19.21,26.34,0.0,2.65,15.17
2021-12-03,15.69,43.84,0.0,2.62,15.19
2021-12-04,14.85,26.72,0.0,1.6,16.58
2021-12-05,16.63,27.48,0.0,1.85,16.89
2021-12-06,18.2,32.71,0.0,2.8,16.63
2021-12-07,17.15,33.1,0.0,1.78,16.02
2021-12-08,16.96,30.19,0.0,1.79,16.42
2021-12-09,17.42,32.21,0.0,1.81,15.61
2021-12-10,15.21,39.18,0.0,2.42,15.1
2021-12-11,14.35,45.56,0.0,1.59,16.16
2021-12-12,14.71,40.03,0.0,1.98,15.92
2021-12-13,13.76,28.87,0.0,1.53,15.9
2021-12-14,14.23,26.78,0.0,1.71,16.31
2021-12-15,14.29,38.46,0.0,2.63,12.04
2021-12-16,16.25,27.54,0.0,2.63,15.15
2021-12-17,17.29,37.56,0.0,3.79,12.7
2021-12-18,18.87,37.7,0.0,3.92,13.89
2021-12-19,19.29,35.42,0.0,3.08,13.17
2021-12-20,19.13,41.58,0.0,3.53,12.5
2021-12-21,19.42,38.99,0.0,3.56,14.18
2021-12-22,14.57,30.6,0.0,2.85,14.23
2021-12-23,15.63,23.89,0.0,1.98,14.69
2021-12-24,17.31,32.34,0.0,2.42,13.62
2021-12-25,16.08,43.3,0.01,2.76,11.18
2021-12-26,13.04,51.22,0.36,3.39,9.65
2021-12-27,13.59,53.18,0.0,1.98,10.81
2021-12-28,14.82,33.97,0.01,2.11,13.22
2021-12-29,16.34,37.52,1.08,2.79,5.09
2021-12-30,16.7,57.69,0.37,3.38,11.62
2021-12-31,14.33,72.38,0.25,2.56,8.47
2022-01-01,16.17,80.36,8.74,3.75,6.98
2022-01-02,18.53,66.0,3.01,4.19,11.78
2022-01-03,13.14,59.19,0.0,2.95,16.03
2022-01-04,11.56,58.5,0.0,2.94,17.07
2022-01-05,10.53,45.85,0.0,2.84,17.97
2022-01-06,10.42,50.2,0.0,2.51,17.74
2022-01-07,10.55,42.62,0.0,1.4,14.65
2022-01-08,12.73,36.9,0.0,1.21,16.75
2022-01-09,14.36,35.96,0.0,1.51,16.52
2022-01-10,15.6,37.85,0.0,2.92,16.51
2022-01-11,16.75,39.32,0.0,2.87,13.09
2022-01-12,18.02,40.21,0.0,1.56,16.49
2022-01-13,18.63,44.06,0.0,3.07,16.86
2022-01-14,18.66,37.19,11.35,3.51,12.48
2022-01-15,16.81,71.69,8.72,2.58,10.23
2022-01-16,14.79,54.89,1.02,2.04,16.98
2022-01-17,15.89,35.07,0.08,2.1,16.23
2022-01-18,12.3,58.01,0.28,3.53,6.12
2022-01-19,12.14,50.26,0.0,1.93,11.82
2022-01-20,12.95,48.36,0.0,3.25,15.5
2022-01-21,6.3,35.88,0.0,3.78,18.19
2022-01-22,6.9,32.96,0.0,1.46,17.09
2022-01-23,11.12,34.71,0.0,2.38,16.89
2022-01-24,14.99,36.27,0.0,2.4,17.31
2022-01-25,14.99,44.09,0.0,1.86,17.15
2022-01-26,16.32,36.01,0.0,3.98,17.65
2022-01-27,15.64,32.49,0.0,3.53,17.91
2022-01-28,10.87,38.17,0.0,3.09,15.05
2022-01-29,11.16,40.88,0.0,2.04,15.85
2022-01-30,11.95,44.27,0.0,2.6,14.83
2022-01-31,14.68,43.5,0.0,3.72,17.33
2022-02-01,16.51,34.19,0.0,4.05,16.68
2022-02-02,12.13,44.58,0.0,2.51,18.33
2022-02-03,15.17,40.33,0.0,2.76,18.89
2022-02-04,19.04,34.71,0.0,3.62,19.05
2022-02-05,16.53,34.79,0.0,4.3,18.14
2022-02-06,11.84,37.82,0.0,3.01,19.53
2022-02-07,11.77,42.04,0.0,2.08,19.28
2022-02-08,12.46,39.99,0.0,1.73,20.44
2022-02-09,13.62,34.44,0.0,1.49,20.62
2022-02-10,15.95,31.15,0.0,3.58,20.03
2022-02-11,17.66,27.15,0.0,3.09,20.01
2022-02-12,13.85,44.1,0.0,3.78,17.42
2022-02-13,11.95,35.99,0.0,3.66,21.1
2022-02-14,13.78,29.84,0.0,1.77,22.13
2022-02-15,15.71,22.63,0.0,1.2,21.96
2022-02-16,16.31,24.33,0.0,2.15,20.89
2022-02-17,15.34,29.46,0.0,2.95,21.01
2022-02-18,15.98,35.69,0.0,4.28,20.33
2022-02-19,19.6,24.04,0.0,5.07,20.11
2022-02-20,19.63,25.21,0.0,3.59,18.74
2022-02-21,15.01,32.17,0.0,4.22,22.17
2022-02-22,14.73,28.51,0.0,1.94,22.77
2022-02-23,16.45,22.52,0.0,2.07,22.4
2022-02-24,18.84,21.94,0.0,3.41,21.82
2022-02-25,21.31,22.59,0.0,2.86,19.27
2022-02-26,22.49,24.67,0.0,3.52,21.11
2022-02-27,18.29,30.08,0.0,3.4,20.18
2022-02-28,17.56,29.73,0.0,2.19,21.37
2022-03-01,18.63,29.91,0.0,1.63,22.07
2022-03-02,20.96,28.25,0.0,3.44,22.44
2022-03-03,23.04,20.74,0.0,4.67,23.42
2022-03-04,22.43,18.06,0.0,4.52,16.64
2022-03-05,17.43,30.62,0.0,2.31,16.67
2022-03-06,20.23,39.97,0.0,2.59,19.53
2022-03-07,24.03,22.77,0.0,3.18,18.83
2022-03-08,22.93,20.86,0.0,3.06,21.4
2022-03-09,22.79,24.5,0.0,2.94,20.29
2022-03-10,27.6,17.43,0.0,4.84,23.05
2022-03-11,28.39,18.74,0.0,2.81,20.98
2022-03-12,23.37,29.37,0.0,4.02,23.01
2022-03-13,21.86,28.29,0.0,3.02,23.09
2022-03-14,24.09,15.68,0.0,3.49,23.26
2022-03-15,25.8,16.91,0.0,3.72,23.89
2022-03-16,17.88,24.42,0.0,5.04,20.79
2022-03-17,13.17,14.59,0.0,4.57,21.99
2022-03-18,14.47,12.43,0.0,2.21,23.58
2022-03-19,17.63,11.66,0.0,1.55,25.33
2022-03-20,20.09,10.88,0.0,3.15,24.79
2022-03-21,22.38,10.08,0.0,3.28,21.15
2022-03-22,24.81,12.09,0.0,3.78,23.82
2022-03-23,26.41,14.31,0.0,2.6,23.37
2022-03-24,26.37,14.55,0.0,2.9,24.28
2022-03-25,20.09,20.19,0.0,3.07,23.07
2022-03-26,18.45,20.03,0.0,3.43,23.91
2022-03-27,17.29,21.18,0.0,3.46,23.75
2022-03-28,17.68,16.91,0.0,3.3,23.94
2022-03-29,18.34,16.9,0.0,3.09,24.67
2022-03-30,21.25,12.57,0.0,1.27,25.5
2022-03-31,24.32,12.4,0.0,1.57,26.54
2022-04-01,26.56,12.12,0.0,1.94,26.48
2022-04-02,26.17,13.36,0.0,1.56,25.93
2022-04-03,26.94,13.13,0.0,1.93,26.38
2022-04-04,28.38,10.86,0.0,2.34,26.1
2022-04-05,28.09,9.48,0.0,2.3,25.62
2022-04-06,26.8,11.65,0.0,2.88,26.83
2022-04-07,28.54,7.98,0.0,3.54,27.29
2022-04-08,26.97,8.73,0.0,2.11,27.01
2022-04-09,28.17,8.49,0.0,2.81,24.2
2022-04-10,26.66,17.23,0.0,2.25,24.71
2022-04-11,28.86,19.0,0.0,3.09,23.72
2022-04-12,30.93,18.14,0.0,3.7,24.33
2022-04-13,29.97,16.46,0.0,2.35,22.56
2022-04-14,29.05,21.38,0.0,3.35,17.36
2022-04-15,28.28,34.25,0.0,3.88,13.38
2022-04-16,30.04,28.71,0.0,3.25,19.25
2022-04-17,27.36,21.85,0.58,2.35,25.52
2022-04-18,25.61,14.42,0.0,2.43,26.61
2022-04-19,27.76,8.3,0.0,1.26,25.23
2022-04-20,28.99,12.09,0.0,3.16,22.65
2022-04-21,31.02,12.11,0.0,2.78,24.73
2022-04-22,26.37,20.38,0.0,2.72,14.75
2022-04-23,28.47,18.33,0.0,3.1,20.3
2022-04-24,29.03,16.1,0.01,3.35,18.29
2022-04-25,25.51,26.32,1.81,2.86,8.37
2022-04-26,28.1,28.38,0.0,3.09,25.33
2022-04-27,27.99,23.19,0.07,1.99,24.88
2022-04-28,25.27,40.0,0.79,3.14,15.4
2022-04-29,25.0,45.72,4.47,1.83,20.57
2022-04-30,26.96,37.88,0.96,2.94,26.47
2022-05-01,29.04,23.49,0.0,3.26,26.68
2022-05-02,27.96,19.41,0.0,2.63,26.36
2022-05-03,28.9,17.23,0.0,1.82,26.81
2022-05-04,30.61,18.39,0.0,2.97,26.45
2022-05-05,33.65,13.66,0.0,3.62,25.0
2022-05-06,32.63,15.44,0.0,3.23,20.12
2022-05-07,30.43,18.32,0.0,3.42,23.23
2022-05-08,27.79,16.62,0.0,3.63,24.77
2022-05-09,27.5,16.57,0.0,2.19,25.67
2022-05-10,28.71,13.85,0.0,1.42,25.36
2022-05-11,31.57,13.69,0.0,2.83,25.73
2022-05-12,29.83,12.87,0.0,2.55,27.84
2022-05-13,29.09,13.92,0.0,4.45,28.35
2022-05-14,27.32,12.63,0.0,5.37,28.96
2022-05-15,28.04,9.7,0.0,4.53,29.92
2022-05-16,30.49,7.53,0.0,2.88,29.74
2022-05-17,30.56,13.72,0.0,2.94,24.26
2022-05-18,31.76,12.67,0.0,1.69,26.91
2022-05-19,33.17,13.64,0.0,1.33,26.91
2022-05-20,33.11,13.91,0.0,1.4,27.06
2022-05-21,33.9,10.11,0.0,1.95,27.2
2022-05-22,33.02,11.91,0.0,2.27,26.82
2022-05-23,34.46,8.96,0.0,3.13,27.1
2022-05-24,30.81,13.4,0.0,3.69,24.26
2022-05-25,30.67,13.96,0.0,2.82,24.03
2022-05-26,31.5,14.41,0.0,2.71,23.85
2022-05-27,31.62,14.32,0.0,3.2,25.94
2022-05-28,32.2,12.79,0.0,2.48,25.94
2022-05-29,32.13,11.33,0.0,2.43,26.76
2022-05-30,32.39,11.25,0.0,1.86,27.58
2022-05-31,33.07,10.59,0.0,3.07,27.44
2022-06-01,33.01,8.08,0.0,3.43,27.78
2022-06-02,32.45,10.42,0.0,3.15,29.05
2022-06-03,33.13,14.13,0.0,2.25,29.11
2022-06-04,34.53,8.22,0.0,2.11,29.48
2022-06-05,35.43,7.0,0.0,1.52,29.29
2022-06-06,35.55,6.76,0.0,1.51,30.09
2022-06-07,35.47,8.07,0.0,2.2,29.61
2022-06-08,36.21,7.59,0.0,2.12,29.16
2022-06-09,36.56,7.68,0.0,2.1,29.32
2022-06-10,36.38,8.16,0.0,1.91,29.17
2022-06-11,35.14,12.76,0.0,2.86,28.23
2022-06-12,35.26,11.98,0.0,2.57,28.23
2022-06-13,34.37,10.86,0.0,1.91,27.66
2022-06-14,34.79,9.96,0.0,2.81,28.76
2022-06-15,34.42,15.48,0.0,2.93,28.26
2022-06-16,35.27,14.92,0.0,2.59,27.52
2022-06-17,35.48,14.52,0.0,3.63,27.44
2022-06-18,35.22,10.4,0.0,4.55,27.85
2022-06-19,36.08,7.32,0.0,2.29,28.16
2022-06-20,37.11,7.84,0.0,2.72,28.89
2022-06-21,36.84,8.83,0.0,3.58,28.95
2022-06-22,37.2,10.1,0.0,1.85,27.87
2022-06-23,37.41,9.27,0.0,3.79,27.26
2022-06-24,35.69,19.95,0.0,3.06,27.11
2022-06-25,37.51,14.44,0.0,1.57,26.04
2022-06-26,37.61,10.47,0.0,4.18,27.51
2022-06-27,34.84,14.56,0.0,4.34,25.72
2022-06-28,34.5,12.53,0.0,4.06,28.18
2022-06-29,34.33,11.09,0.0,4.23,28.21
2022-06-30,35.49,10.56,0.0,4.2,28.25
2022-07-01,36.23,11.67,0.0,2.97,29.05
2022-07-02,36.17,11.42,0.0,3.7,29.17
2022-07-03,35.67,12.35,0.0,3.46,28.53
2022-07-04,34.95,13.71,0.0,4.5,28.0
2022-07-05,35.1,14.38,0.0,4.31,26.62
2022-07-06,35.05,13.53,0.0,4.27,27.68
2022-07-07,34.83,12.48,0.0,3.11,20.55
2022-07-08,36.13,11.0,0.0,3.63,24.91
2022-07-09,36.13,12.21,0.0,4.14,24.99
2022-07-10,35.6,10.18,0.0,4.12,23.33
2022-07-11,35.36,12.52,0.0,4.7,21.26
2022-07-12,32.93,25.83,0.0,4.96,16.52
2022-07-13,34.44,21.64,0.0,4.01,23.53
2022-07-14,35.51,12.97,0.0,4.88,25.34
2022-07-15,36.01,11.09,0.0,4.83,24.62
2022-07-16,36.1,10.97,0.0,4.47,26.99
2022-07-17,36.31,12.94,0.0,3.31,24.1
2022-07-18,37.53,11.99,0.0,1.95,26.24
2022-07-19,37.75,11.23,0.0,3.98,25.65
2022-07-20,37.36,10.6,0.0,4.75,26.14
2022-07-21,37.38,9.87,0.0,3.25,24.85
2022-07-22,37.58,13.22,0.0,3.5,25.86
2022-07-23,38.56,18.13,0.0,2.39,25.76
2022-07-24,38.25,15.11,0.0,1.98,25.98
2022-07-25,38.75,14.64,0.0,3.26,24.78
2022-07-26,36.86,13.37,0.0,3.3,20.54
2022-07-27,35.22,13.17,0.0,2.53,21.05
2022-07-28,34.86,16.7,0.04,3.22,12.98
2022-07-29,32.27,36.09,0.31,3.08,20.36
2022-07-30,34.19,36.13,0.36,2.54,23.18
2022-07-31,34.11,44.26,0.0,2.07,18.29
2022-08-01,33.44,49.48,0.56,2.21,16.56
2022-08-02,34.87,37.82,0.0,3.02,23.42
2022-08-03,36.76,28.83,0.0,2.34,25.16
2022-08-04,37.67,24.82,0.0,2.27,24.48
2022-08-05,38.97,21.66,0.0,2.5,20.65
2022-08-06,39.55,17.85,0.0,2.33,24.97
2022-08-07,38.97,15.9,0.0,3.6,24.98
2022-08-08,38.48,21.87,0.0,2.39,25.08
2022-08-09,38.93,18.59,0.0,4.1,24.85
2022-08-10,38.67,13.45,0.0,4.82,22.94
2022-08-11,37.76,16.05,0.0,3.72,22.21
2022-08-12,37.68,16.83,0.0,5.56,22.8
2022-08-13,37.57,14.62,0.0,5.52,23.6
2022-08-14,36.44,14.39,0.0,3.66,25.01
2022-08-15,36.3,15.98,0.0,2.28,24.62
2022-08-16,36.14,14.55,0.0,2.73,25.77
2022-08-17,36.42,12.86,0.0,4.04,25.23
2022-08-18,36.44,13.07,0.0,2.32,24.62
2022-08-19,36.82,10.75,0.0,3.27,25.73
2022-08-20,36.68,12.38,0.0,3.45,25.91
2022-08-21,37.16,11.76,0.0,2.87,23.89
2022-08-22,36.54,13.59,0.0,1.66,24.33
2022-08-23,35.99,15.0,0.0,2.28,24.75
2022-08-24,35.05,17.12,0.0,2.2,25.33
2022-08-25,34.78,14.75,0.0,1.85,20.48
2022-08-26,34.18,15.24,0.0,1.87,23.84
2022-08-27,33.98,18.3,0.0,2.26,24.31
2022-08-28,33.35,14.74,0.0,2.06,26.27
2022-08-29,33.48,12.52,0.0,2.07,26.72
2022-08-30,33.54,14.4,0.0,2.42,26.18
2022-08-31,32.39,18.09,0.0,2.29,25.73
2022-09-01,33.23,18.87,0.0,2.51,25.17
2022-09-02,33.66,14.49,0.0,2.02,25.94
2022-09-03,34.49,12.84,0.0,2.2,25.46
2022-09-04,34.38,14.75,0.0,2.18,24.83
2022-09-05,35.31,13.62,0.0,1.29,25.16
2022-09-06,35.37,10.79,0.0,1.62,25.1
2022-09-07,35.12,12.54,0.0,2.36,25.16
2022-09-08,34.42,14.26,0.0,3.33,25.08
2022-09-09,34.79,14.6,0.0,1.99,23.93
2022-09-10,34.67,18.46,0.0,1.65,23.93
2022-09-11,34.68,18.13,0.0,2.12,24.05
2022-09-12,34.7,11.96,0.0,1.91,24.59
2022-09-13,34.97,11.35,0.0,1.41,25.03
2022-09-14,33.83,14.05,0.0,2.16,24.81
2022-09-15,33.2,14.72,0.0,2.29,24.4
2022-09-16,32.36,18.75,0.0,1.92,23.69
2022-09-17,31.98,16.95,0.0,1.66,23.52
2022-09-18,32.36,16.78,0.0,1.39,23.01
2022-09-19,32.32,15.01,0.0,2.38,24.34
2022-09-20,31.23,19.95,0.0,2.27,23.78
2022-09-21,30.8,25.55,0.0,1.86,21.94
2022-09-22,32.16,16.82,0.0,2.79,22.88
2022-09-23,32.47,13.47,0.0,1.77,22.6
2022-09-24,31.21,15.9,0.0,3.88,23.26
2022-09-25,29.66,17.53,0.0,4.82,22.5
2022-09-26,29.6,22.86,0.0,4.66,20.66
2022-09-27,28.83,11.55,0.0,3.56,23.22
2022-09-28,29.31,13.41,0.0,2.03,23.55
2022-09-29,29.39,14.0,0.0,1.84,23.77
2022-09-30,27.47,15.87,0.0,1.91,23.96
2022-10-01,28.23,15.25,0.0,2.27,23.19
2022-10-02,29.86,15.37,0.0,1.7,22.51
2022-10-03,29.15,15.15,0.0,1.98,22.37
2022-10-04,28.66,20.35,0.0,1.76,22.2
2022-10-05,28.84,20.5,0.0,1.76,22.43
2022-10-06,29.89,13.05,0.0,1.22,22.61
2022-10-07,29.53,11.94,0.0,1.34,21.99
2022-10-08,28.86,12.74,0.0,2.12,21.96
2022-10-09,28.01,18.14,0.0,2.49,22.09
2022-10-10,28.3,17.94,0.0,2.19,22.7
2022-10-11,28.11,13.6,0.0,1.84,22.78
2022-10-12,27.14,17.8,0.0,2.54,22.04
2022-10-13,26.97,26.35,0.0,2.38,21.07
2022-10-14,26.87,20.95,0.0,2.03,20.98
2022-10-15,27.13,18.15,0.0,1.54,21.65
2022-10-16,26.91,16.3,0.0,2.21,22.0
2022-10-17,26.95,16.66,0.0,2.45,21.53
2022-10-18,27.24,14.4,0.0,1.82,20.94
2022-10-19,27.64,13.59,0.0,1.77,20.63
